id,isbn,title,author,published_year,is_banned,library
"9319532086057","978-1-4652-4280-8","Of my save rule","Theresa Clark","2007","False","Central library"
"1483909053077","978-0-923697-26-6","Health trip vote player","Michelle Hendricks","1995","False","Central library"
"1907358833993","978-1-205-70888-5","Democratic bag thank","Veronica Perez","1910","False","Central library"
"5201084781877","978-0-11-084038-3","Suffer green new always","Matthew Lewis","2017","False","Central library"
"9424654296588","978-0-479-63343-5","Activity know time firm","Matthew Franklin","1973","False","Central library"
"1882019732122","978-1-208-86462-5","Agree discuss enjoy","Dean Stein","1964","False","Central library"
"8575202061750","978-0-05-764257-6","Let how TV vote prepare","Tina Watson","1999","False","Central library"
"2271749724665","978-0-241-96157-5","Yet someone modern rate","Brett Pitts","1990","False","Central library"
"3997227671496","978-0-424-46053-6","Eye leg player scene","Elizabeth Wells","1954","False","Central library"
"4650340230474","978-0-03-473740-0","He Democrat item a","Valerie Sweeney","2006","False","Central library"
"4001772418174","978-0-561-86611-6","Good together knowledge","Annette Thompson","1972","False","Central library"
"2730778429441","978-0-02-211183-0","Policy though apply","David Collins","2015","False","Central library"
"8691273207122","978-1-5188-3532-2","Tough source suffer","Crystal Ochoa","1912","False","Central library"
"8125212621378","978-1-06-444260-9","Friend pass go meet","Jimmy Lynch","1903","False","Central library"
"9931940277751","978-1-62218-919-9","Hard later debate","Mark Mckee","1939","False","Central library"
"0543273396499","978-1-68149-963-5","Action main smile","Stephanie Moore","1997","False","Central library"
"9650517934353","978-0-525-03286-1","Who there floor story","Mr. Matthew Montes","1921","False","Central library"
"6090539867094","978-1-5368-8201-8","Unit finish wife","Rebecca Torres","1986","False","Central library"
"2260380732818","978-1-4995-8375-5","Her task still reveal","George Shaffer","1999","False","Central library"
"0712598087713","978-1-349-90131-9","Him leave money concern","Jennifer Macias","1924","False","Central library"
"2173832308939","978-1-59330-364-8","Contain dog vote","Jenny Robles","2017","False","Central library"
"6867565754472","978-1-254-82983-8","Red much build during","Eric Sosa","1904","False","Central library"
"2668566856042","978-0-908345-80-9","Under thought last","Drew Dennis","1946","False","Central library"
"1941718541814","978-0-7308-9628-9","Out recently leave","Antonio Washington","2001","False","Central library"
"7136867189589","978-0-325-77976-8","Carry while kid use PM","Sabrina Mcneil","2008","False","Central library"
"1842371910682","978-0-316-20961-8","Term need ten","Kathryn Green","1955","False","Central library"
"0697559010040","978-0-503-28670-5","Resource cut official","Gilbert Cisneros","1911","False","Central library"
"9441380417650","978-1-72649-566-0","Office north learn","Karl Tyler","2016","False","Central library"
"9987485466235","978-0-633-47580-2","Whole drug rich human","Sarah Juarez","1908","False","Central library"
"8018540226585","978-0-500-02656-4","Business president name","Miguel Levine","1969","False","Central library"
"5896933272776","978-0-7583-3885-3","Under safe number hit","Patricia Martinez","1919","False","Central library"
"3166950220039","978-1-77269-937-1","Herself great improve","Barbara Johnson","1900","False","Central library"
"5466905872558","978-0-88572-911-1","Both guy just lay","Jessica Bentley","1996","False","Central library"
"0824691315522","978-0-575-80205-6","Down contain light","Dennis Rodriguez","1927","False","Central library"
"3400029854474","978-1-77216-593-7","Why beautiful wish","Mrs. Alexis Hernandez","1970","False","Central library"
"7197393092934","978-0-603-05175-3","Family statement goal","Kaitlyn Waller","1914","False","Central library"
"8250745551806","978-1-175-13217-8","Serve price now energy","Edward Garza","2016","False","Central library"
"9174310546525","978-0-01-440693-7","Black real woman no","Patricia Campbell","1967","False","Central library"
"3007766061846","978-1-399-91281-5","Near may week central","Craig Williams","2015","False","Central library"
"2877044932400","978-0-04-500306-8","Major across voice else","Joseph Meyer","1918","False","Central library"
"0238920841155","978-1-68910-100-4","Capital yes fire tough","Amanda Sanchez","1919","False","Central library"
"6795723320903","978-1-329-11645-0","Win game bill writer","Michelle Cook","1921","False","Central library"
"1511510691217","978-0-359-26300-4","Recent money where none","Derek Barrett","1967","False","Central library"
"9526641977224","978-0-652-84128-2","Stay consider take pull","Erika Moore","1951","False","Central library"
"7909385570333","978-1-80606-345-1","Democratic all laugh","Mr. Jason Dixon","2009","False","Central library"
"7046464419388","978-1-178-84942-4","Anyone ten your","Edward Rodriguez","1904","False","Central library"
"8754862385851","978-1-57518-142-4","Girl suffer of away","Chelsea Hoffman","1972","False","Central library"
"1984384567429","978-1-222-89081-5","Consider dark cold far","Joshua Kelly","2016","False","Central library"
"8335743988677","978-0-518-79076-1","Myself order why too","Julie Thornton","1995","False","Central library"
"1517718335052","978-1-165-16832-3","Heart save meet laugh","Beth Frazier","1980","False","Central library"
"7706789532574","978-1-62427-282-0","Figure take special","Darlene Weaver","1951","False","Central library"
"3496376270685","978-0-13-562565-1","Whose against our","Cathy Smith","1942","False","Central library"
"2626971794427","978-1-4760-9656-8","Name risk door edge","Mr. Justin Olsen MD","1911","False","Central library"
"3901279293681","978-0-655-24632-9","Yard on page good","Johnny Stevenson","1940","False","Central library"
"8167967476025","978-1-77813-799-0","People yes board radio","Mathew Thornton","1923","False","Central library"
"9430993286210","978-1-83054-511-4","Myself few stage","Kimberly White","1938","False","Central library"
"6155225662633","978-0-907070-29-0","Plant job two seem best","Sarah Franklin","1934","False","Central library"
"5968181730046","978-0-06-611193-3","Paper dog dream","John Stanley","1991","False","Central library"
"7478568114188","978-1-145-11223-0","Guy table year enjoy","Tyler Wade","2017","False","Central library"
"1283672653401","978-0-573-83546-9","Western officer receive","Ashlee Curry","1902","False","Central library"
"7164592686448","978-1-370-90721-2","Sea hope field much old","Kim Wallace","1905","False","Central library"
"2173612223841","978-0-9930682-9-4","Catch explain hot need","Mary Hamilton","1956","False","Central library"
"3290432503607","978-1-07-261220-9","See early seat","Sean Love","1969","False","Central library"
"0090111889113","978-1-56373-250-8","Soldier example ask","Jesse Carrillo","1988","False","Central library"
"2904879833135","978-0-404-91510-0","As stage author","Scott Suarez","1987","False","Central library"
"9592324716268","978-0-16-129985-7","Another guy believe us","Brandy Odonnell","1962","False","Central library"
"7357613303190","978-1-75133-295-4","Many cold after grow","Nancy Rogers","1968","False","Central library"
"1290405503018","978-0-323-03386-2","Alone test improve tell","Nicole Scott","1964","False","Central library"
"3502461709777","978-0-8099-3017-3","Degree in grow try","Austin Martinez","1985","False","Central library"
"9719444201997","978-0-506-48017-9","Director focus cause","Mrs. Tiffany Gould","1930","False","Central library"
"4106008956748","978-0-678-69304-9","Loss west young test","Walter Anderson","1964","False","Central library"
"9906579237490","978-1-989756-98-0","Force bit dark few","Nicole Sutton","1918","False","Central library"
"8637653005018","978-0-85042-765-3","Street pick tend let","Roy Martin","1910","False","Central library"
"8134635283698","978-1-992454-05-7","Deep name health member","Jean Richardson","2002","False","Central library"
"5229715416417","978-0-16-676005-5","Pm understand wide live","Steve James","1955","False","Central library"
"9771950028628","978-0-9986015-5-7","Fill pretty success ten","Teresa Arias","1991","False","Central library"
"7018036931819","978-0-15-047793-8","Road including to group","Christina Vaughn","1911","False","Central library"
"6021843456254","978-1-951262-59-4","Expert spring part can","Darlene Schroeder","1958","False","Central library"
"5915679455073","978-0-7299-2338-5","Remember born know","Stephen Townsend","1900","False","Central library"
"3816910405326","978-1-169-34614-7","Only late image picture","Mark Newton","1932","False","Central library"
"3374983894855","978-1-9749-8032-1","National computer loss","Dr. Sarah Collins","1913","False","Central library"
"8857933623804","978-0-11-073171-1","Key write often","Joshua Randall","2011","False","Central library"
"2407868251083","978-0-8491-2107-4","Question tree site go","Melissa Callahan","1971","False","Central library"
"3715751900086","978-0-8231-0905-0","Wide under could church","Joshua Edwards","1954","False","Central library"
"3755176730950","978-0-398-99436-5","Beautiful a short once","Jessica Mcdonald","1947","False","Central library"
"6711709324970","978-0-581-34415-1","Ok city require reach","Scott Bowen","1938","False","Central library"
"4418724693792","978-0-930153-19-9","Factor buy individual","Mary Santana","2002","False","Central library"
"8527143308630","978-1-57000-401-8","Whose role which pay","Desiree Carlson","1986","False","Central library"
"5455628171352","978-0-7035-9741-0","Fine kind hold present","Jesus Garner","1959","False","Central library"
"4952815147325","978-1-5098-8787-3","Body white will","Stephanie Beasley","1946","False","Central library"
"9876913047026","978-1-64797-835-8","Blood agree site action","Bryan Clark","1940","False","Central library"
"6283013194933","978-0-08-245335-2","Rest owner product","Molly Newton","1982","False","Central library"
"7608210327820","978-0-439-57626-0","Answer heart about","Debra Bray","2005","False","Central library"
"0945926170928","978-1-69291-100-3","Better later son fill","Nicole Banks","2017","False","Central library"
"4936767975373","978-0-570-88416-3","Big measure join","Michelle Taylor","1977","False","Central library"
"6388067972671","978-1-9775-6531-0","Large push six","Robert Powers","2007","False","Central library"
"0749113315648","978-1-64726-253-2","There later very base","Louis Martinez","1978","False","Central library"
"0615600261449","978-0-7497-3264-6","Travel news main","Amy Turner","1935","False","Central library"
"7544017874566","978-1-55651-827-0","Deep tax pressure hit","Isaac Lopez","1939","False","Central library"
"1907959998459","978-1-264-62842-1","Show light garden","Philip Wong","1986","False","Central library"
"5419772467723","978-0-498-32255-6","Easy tax wife same then","Scott Wood","1963","False","Central library"
"8874850332305","978-0-00-872339-2","Wish hear expect fund","Anna Morales","1942","False","Central library"
"1058362016626","978-0-244-81929-3","By recently impact","Steven Rogers","1910","False","Central library"
"0667217577512","978-1-260-41131-7","Oil value better","Hannah Moses","1923","False","Central library"
"3161400766747","978-0-905701-91-2","Hope PM up","Valerie Rivera","1914","False","Central library"
"3153898574843","978-0-86994-726-5","Chair dream red","Michael Melendez","1939","False","Central library"
"6405093538517","978-0-87347-089-6","What color western art","Krista Mack","1904","False","Central library"
"6295374822059","978-1-302-32596-1","May play fall necessary","Brandon Montoya","1957","False","Central library"
"8076265550255","978-1-331-20479-4","Candidate ten prevent","Johnathan Williams","1937","False","Central library"
"8653004562788","978-0-89648-656-0","Free spend TV improve","Marc Ray","1932","False","Central library"
"6961974427122","978-0-7188-2381-8","Sell full teach man","Robert Mcdaniel","1999","False","Central library"
"1102354495323","978-0-645-62079-5","Remember year subject","Martha Ellis","1901","False","Central library"
"9208038689124","978-1-287-31698-5","Wind country space can","Shelly Velasquez","1962","False","Central library"
"0379886949568","978-1-4907-2311-2","Skin open keep have","Robert Johnson","1908","False","Central library"
"6800814625895","978-0-352-15321-0","Accept fact part one","Kyle Bennett","1925","False","Central library"
"5319427327689","978-0-446-64754-0","Mr size may factor","Angela Hayes","1957","False","Central library"
